Timestamp,Sensor_ID,productid,productname,temperature,humidity,Status,category
2025-02-06 22:24:31,SENSOR-228,PR-311,Perfume Oil 256,21.93,34.1,Alerte Température & Humidité,Fragrance
2025-01-12 22:03:31,SENSOR-689,PR-313,Lipstick 257,23.99,50.62,Normal,Makeup
2025-01-25 00:39:31,SENSOR-684,PR-315,Foot Cream 258,25.17,57.68,Alerte Température,Bodycare
2025-01-12 22:45:31,SENSOR-870,PR-317,Perfume Oil 259,21.21,30.86,Alerte Température & Humidité,Fragrance
2025-02-11 19:58:31,SENSOR-523,PR-319,Hand Cream 260,19.55,50.23,Normal,Bodycare
2025-01-15 13:31:31,SENSOR-914,PR-321,Body Scrub 261,19.18,64.81,Normal,Bodycare
2025-02-10 00:04:31,SENSOR-167,PR-323,Moisturizer 262,21.74,47.77,Normal,Skincare
2025-02-09 17:06:31,SENSOR-243,PR-325,Deodorant 263,20.93,49.89,Alerte Humidité,Fragrance
2025-02-04 02:08:31,SENSOR-645,PR-327,Blush 264,19.58,42.35,Normal,Makeup
2025-01-20 00:03:31,SENSOR-562,PR-329,Eau de Parfum 265,18.82,48.19,Alerte Température & Humidité,Fragrance
2025-02-09 18:40:31,SENSOR-183,PR-331,Foundation 266,15.08,49.28,Alerte Température,Makeup
2025-01-28 07:32:31,SENSOR-291,PR-333,Night Cream 267,25.8,45.25,Alerte Température,Skincare
2025-02-03 12:29:31,SENSOR-379,PR-335,Mascara 268,15.36,40.93,Alerte Température,Makeup
2025-01-11 21:55:31,SENSOR-712,PR-337,Moisturizer 269,19.63,55.5,Normal,Skincare
2025-02-03 20:20:31,SENSOR-235,PR-339,Foot Cream 270,20.32,56.9,Normal,Bodycare
2025-01-16 06:10:31,SENSOR-509,PR-341,Deodorant 271,20.71,37.45,Normal,Fragrance
2025-01-17 01:49:31,SENSOR-368,PR-343,Foundation 272,15.07,45.48,Alerte Température,Makeup
2025-02-10 02:32:31,SENSOR-922,PR-345,Lipstick 273,16.21,44.06,Normal,Makeup
2025-02-08 18:10:31,SENSOR-193,PR-347,Face Serum 274,25.34,55.46,Alerte Température,Skincare
2025-01-27 10:12:31,SENSOR-520,PR-349,Moisturizer 275,20.66,43.35,Alerte Humidité,Skincare
2025-01-13 08:17:31,SENSOR-794,PR-351,Deodorant 276,18.99,30.16,Alerte Température & Humidité,Fragrance
2025-01-24 17:14:31,SENSOR-379,PR-353,Sunscreen 277,22.48,60.59,Normal,Skincare
2025-02-09 18:14:31,SENSOR-520,PR-355,Face Serum 278,21.71,69.35,Alerte Humidité,Skincare
2025-01-26 08:20:31,SENSOR-764,PR-357,Conditioner 279,22.72,50.56,Alerte Humidité,Haircare
2025-01-22 22:10:31,SENSOR-169,PR-359,Body Scrub 280,25.87,53.68,Alerte Température,Bodycare
2025-02-03 11:21:31,SENSOR-634,PR-361,Perfume Oil 281,20.05,48.73,Alerte Humidité,Fragrance
2025-02-05 03:23:31,SENSOR-815,PR-363,Night Cream 282,18.24,47.04,Alerte Température,Skincare
2025-01-13 10:29:31,SENSOR-951,PR-365,Face Serum 283,20.94,51.41,Normal,Skincare
2025-01-18 11:32:31,SENSOR-640,PR-367,Eau de Parfum 284,21.83,38.04,Alerte Température,Fragrance
2025-02-03 21:56:31,SENSOR-745,PR-369,Face Wash 285,23.23,50.76,Normal,Skincare
2025-01-26 23:35:31,SENSOR-833,PR-371,Face Wash 286,18.07,54.59,Alerte Température,Skincare
2025-02-11 09:25:31,SENSOR-887,PR-373,Foundation 287,15.03,53.81,Alerte Température,Makeup
2025-01-13 10:15:31,SENSOR-610,PR-375,Eyeliner 288,24.06,59.0,Alerte Température & Humidité,Makeup
2025-01-17 14:33:31,SENSOR-854,PR-377,Eau de Toilette 289,18.32,38.52,Alerte Température,Fragrance
2025-02-02 19:51:31,SENSOR-154,PR-379,Hair Mask 290,22.3,60.39,Normal,Haircare
2025-01-28 12:50:31,SENSOR-548,PR-381,Moisturizer 291,25.0,50.8,Normal,Skincare
2025-01-26 06:44:31,SENSOR-638,PR-383,Shampoo 292,27.3,75.14,Alerte Température & Humidité,Haircare
2025-01-19 18:53:31,SENSOR-714,PR-385,Hair Mask 293,24.07,77.65,Alerte Humidité,Haircare
2025-02-05 02:07:31,SENSOR-180,PR-387,Eau de Toilette 294,21.46,34.07,Alerte Température & Humidité,Fragrance
2025-01-28 20:07:31,SENSOR-849,PR-389,Body Mist 295,21.51,34.97,Alerte Température & Humidité,Fragrance
2025-01-20 22:48:31,SENSOR-658,PR-391,Hair Serum 296,26.25,67.78,Normal,Haircare
2025-01-14 02:35:31,SENSOR-819,PR-393,Hair Oil 297,22.08,61.31,Normal,Haircare
2025-01-21 17:18:31,SENSOR-298,PR-395,Eyeliner 298,24.21,39.92,Alerte Température,Makeup
2025-01-17 09:02:31,SENSOR-660,PR-397,Night Cream 299,19.87,40.34,Alerte Humidité,Skincare
2025-01-22 00:58:31,SENSOR-978,PR-399,Mascara 300,24.13,58.1,Alerte Température & Humidité,Makeup
2025-02-03 05:24:31,SENSOR-153,PR-401,Shampoo 301,27.37,68.59,Alerte Température,Haircare
2025-01-30 17:15:31,SENSOR-314,PR-403,Body Mist 302,19.26,46.31,Alerte Humidité,Fragrance
2025-01-19 23:34:31,SENSOR-547,PR-405,Mascara 303,19.44,58.04,Alerte Humidité,Makeup
2025-02-01 22:12:31,SENSOR-131,PR-407,Body Wash 304,21.25,44.92,Alerte Humidité,Bodycare
2025-02-10 08:20:31,SENSOR-721,PR-409,Face Wash 305,21.47,65.55,Alerte Humidité,Skincare
2025-01-18 18:44:31,SENSOR-125,PR-411,Body Lotion 306,18.42,57.15,Alerte Température,Bodycare
2025-02-06 22:56:31,SENSOR-118,PR-413,Foot Cream 307,21.51,54.66,Normal,Bodycare
2025-01-29 10:25:31,SENSOR-104,PR-415,Eau de Parfum 308,18.58,41.69,Alerte Température,Fragrance
2025-01-21 15:44:31,SENSOR-131,PR-417,Foundation 309,21.0,55.47,Alerte Humidité,Makeup
2025-02-02 07:14:31,SENSOR-105,PR-419,Moisturizer 310,25.89,57.38,Alerte Température,Skincare
2025-01-13 20:12:31,SENSOR-505,PR-421,Body Wash 311,20.86,54.47,Normal,Bodycare
2025-02-01 22:30:31,SENSOR-430,PR-423,Conditioner 312,21.06,55.66,Alerte Température,Haircare
2025-01-22 05:49:31,SENSOR-472,PR-425,Mascara 313,19.09,58.97,Alerte Humidité,Makeup
2025-01-31 13:50:31,SENSOR-555,PR-427,Eau de Toilette 314,20.45,36.44,Normal,Fragrance
2025-01-25 19:49:31,SENSOR-775,PR-429,Mascara 315,15.21,43.44,Alerte Température,Makeup
2025-01-19 07:28:31,SENSOR-960,PR-431,Perfume Oil 316,20.32,32.98,Alerte Humidité,Fragrance
2025-02-11 09:02:31,SENSOR-453,PR-433,Night Cream 317,19.18,48.98,Normal,Skincare
2025-01-26 16:03:31,SENSOR-791,PR-435,Eau de Parfum 318,21.94,45.19,Alerte Température & Humidité,Fragrance
2025-01-12 21:37:31,SENSOR-467,PR-437,Body Scrub 319,24.29,53.41,Normal,Bodycare
2025-01-13 18:44:31,SENSOR-116,PR-439,Body Mist 320,21.35,31.56,Alerte Température & Humidité,Fragrance
2025-01-21 00:56:31,SENSOR-991,PR-441,Body Lotion 321,25.09,60.84,Alerte Température,Bodycare
2025-01-20 23:54:31,SENSOR-825,PR-443,Hair Serum 322,25.57,73.58,Normal,Haircare
2025-01-22 16:37:31,SENSOR-332,PR-445,Eau de Parfum 323,20.74,42.27,Normal,Fragrance
2025-02-10 17:57:31,SENSOR-968,PR-447,Moisturizer 324,25.2,57.11,Alerte Température,Skincare
2025-01-30 02:28:31,SENSOR-677,PR-449,Deodorant 325,21.07,33.39,Alerte Température & Humidité,Fragrance
2025-01-16 10:21:31,SENSOR-518,PR-451,Night Cream 326,22.82,62.16,Normal,Skincare
2025-02-01 14:30:31,SENSOR-985,PR-453,Foundation 327,16.0,43.63,Normal,Makeup
2025-01-18 03:43:31,SENSOR-645,PR-455,Eyeliner 328,23.41,33.3,Alerte Humidité,Makeup
2025-02-10 05:38:31,SENSOR-219,PR-457,Conditioner 329,24.34,77.04,Alerte Humidité,Haircare
2025-01-19 15:07:31,SENSOR-427,PR-459,Conditioner 330,22.91,65.6,Normal,Haircare
2025-01-25 11:14:31,SENSOR-401,PR-461,Body Lotion 331,20.27,69.8,Alerte Humidité,Bodycare
2025-02-04 07:54:31,SENSOR-398,PR-463,Moisturizer 332,21.5,58.0,Normal,Skincare
2025-02-02 22:23:31,SENSOR-512,PR-465,Eau de Parfum 333,20.69,49.94,Alerte Humidité,Fragrance
2025-01-13 02:41:31,SENSOR-469,PR-467,Body Mist 334,20.19,35.15,Normal,Fragrance
2025-02-02 17:37:31,SENSOR-623,PR-469,Hair Oil 335,20.91,54.74,Alerte Température & Humidité,Haircare
2025-02-01 11:24:31,SENSOR-753,PR-471,Moisturizer 336,19.04,54.5,Normal,Skincare
2025-01-29 20:41:31,SENSOR-119,PR-473,Deodorant 337,18.69,33.02,Alerte Température & Humidité,Fragrance
2025-02-10 06:42:31,SENSOR-182,PR-475,Moisturizer 338,18.89,50.86,Alerte Température,Skincare
2025-02-09 10:17:31,SENSOR-497,PR-477,Face Wash 339,22.24,55.41,Normal,Skincare
2025-01-27 15:59:31,SENSOR-317,PR-479,Body Lotion 340,19.33,58.85,Normal,Bodycare
2025-01-28 07:47:31,SENSOR-821,PR-481,Blush 341,20.8,48.47,Normal,Makeup
2025-01-26 01:02:31,SENSOR-610,PR-483,Lipstick 342,21.21,34.22,Alerte Humidité,Makeup
2025-02-09 08:26:31,SENSOR-580,PR-485,Night Cream 343,20.6,69.12,Alerte Humidité,Skincare
2025-01-18 03:26:31,SENSOR-343,PR-487,Shampoo 344,20.9,69.91,Alerte Température,Haircare
2025-01-19 21:47:31,SENSOR-829,PR-489,Eau de Toilette 345,19.64,45.2,Alerte Humidité,Fragrance
2025-02-09 13:06:31,SENSOR-260,PR-491,Perfume Oil 346,20.44,36.14,Normal,Fragrance
2025-02-04 21:25:31,SENSOR-268,PR-493,Body Mist 347,21.44,49.91,Alerte Température & Humidité,Fragrance
2025-02-06 20:04:31,SENSOR-886,PR-495,Deodorant 348,18.66,44.38,Alerte Température,Fragrance
2025-01-23 03:38:31,SENSOR-882,PR-497,Foundation 349,15.57,52.03,Alerte Température,Makeup
2025-01-22 00:13:31,SENSOR-855,PR-499,Body Scrub 350,21.82,63.15,Normal,Bodycare
2025-01-24 12:13:31,SENSOR-154,PR-501,Foundation 351,20.06,46.12,Normal,Makeup
2025-01-13 12:45:31,SENSOR-230,PR-503,Body Scrub 352,25.61,53.28,Alerte Température,Bodycare
2025-01-28 06:33:31,SENSOR-599,PR-505,Blush 353,15.96,45.46,Alerte Température,Makeup
2025-01-17 07:57:31,SENSOR-918,PR-507,Body Mist 354,21.77,44.52,Alerte Température,Fragrance
2025-01-19 21:08:31,SENSOR-141,PR-509,Lipstick 355,17.11,54.29,Normal,Makeup
2025-01-31 17:26:31,SENSOR-312,PR-511,Hair Mask 356,27.81,63.58,Alerte Température,Haircare
2025-02-07 23:32:31,SENSOR-364,PR-513,Body Lotion 357,25.81,49.95,Alerte Température,Bodycare
2025-01-12 10:49:31,SENSOR-728,PR-515,Hand Cream 358,24.47,59.75,Normal,Bodycare
2025-02-09 15:31:31,SENSOR-225,PR-517,Body Mist 359,19.59,46.83,Alerte Humidité,Fragrance
2025-01-28 02:20:31,SENSOR-732,PR-519,Eyeliner 360,18.73,42.49,Normal,Makeup
2025-02-10 05:17:31,SENSOR-822,PR-521,Body Scrub 361,21.8,54.2,Normal,Bodycare
2025-01-16 19:58:31,SENSOR-473,PR-523,Moisturizer 362,18.11,52.6,Alerte Température,Skincare
2025-01-28 02:14:31,SENSOR-371,PR-525,Mascara 363,23.98,53.74,Normal,Makeup
2025-01-19 02:56:31,SENSOR-778,PR-527,Hand Cream 364,18.82,45.25,Alerte Température,Bodycare
2025-01-17 22:52:31,SENSOR-996,PR-529,Hair Oil 365,20.55,68.27,Alerte Température,Haircare
2025-01-25 10:20:31,SENSOR-242,PR-531,Foundation 366,15.2,43.22,Alerte Température,Makeup
2025-02-08 03:10:31,SENSOR-138,PR-533,Eau de Parfum 367,20.09,34.8,Alerte Humidité,Fragrance
2025-01-24 16:59:31,SENSOR-208,PR-535,Body Scrub 368,24.33,66.55,Alerte Humidité,Bodycare
2025-02-04 00:47:31,SENSOR-655,PR-537,Conditioner 369,22.61,65.71,Normal,Haircare
2025-01-24 07:02:31,SENSOR-983,PR-539,Sunscreen 370,19.33,57.26,Normal,Skincare
2025-01-13 10:04:31,SENSOR-194,PR-541,Hair Serum 371,20.96,69.94,Alerte Température,Haircare
2025-01-23 06:32:31,SENSOR-611,PR-543,Eau de Toilette 372,21.34,35.38,Alerte Température,Fragrance
2025-01-25 11:48:31,SENSOR-452,PR-545,Hair Serum 373,22.82,79.85,Alerte Humidité,Haircare
2025-01-27 05:32:31,SENSOR-605,PR-547,Conditioner 374,23.12,55.71,Normal,Haircare
2025-01-28 08:11:31,SENSOR-436,PR-549,Body Scrub 375,22.98,40.57,Alerte Humidité,Bodycare
2025-01-27 05:48:31,SENSOR-177,PR-551,Eau de Parfum 376,18.16,41.55,Alerte Température,Fragrance
2025-01-22 23:57:31,SENSOR-243,PR-553,Hand Cream 377,24.61,44.37,Alerte Humidité,Bodycare
2025-01-19 20:23:31,SENSOR-422,PR-555,Shampoo 378,25.07,57.09,Normal,Haircare
2025-02-07 12:11:31,SENSOR-205,PR-557,Body Wash 379,20.47,51.53,Normal,Bodycare
2025-01-15 08:28:31,SENSOR-719,PR-559,Shampoo 380,26.58,52.18,Alerte Humidité,Haircare
2025-01-25 23:35:31,SENSOR-977,PR-561,Eyeliner 381,19.75,40.34,Normal,Makeup
2025-02-10 00:09:31,SENSOR-819,PR-563,Night Cream 382,19.31,68.47,Alerte Humidité,Skincare
2025-02-04 00:51:31,SENSOR-196,PR-565,Moisturizer 383,23.6,55.27,Normal,Skincare
2025-01-13 07:51:31,SENSOR-937,PR-567,Sunscreen 384,22.68,52.41,Normal,Skincare
2025-01-27 19:05:31,SENSOR-449,PR-569,Hair Serum 385,25.97,60.13,Normal,Haircare
2025-02-02 00:38:31,SENSOR-490,PR-571,Mascara 386,20.31,35.02,Normal,Makeup
2025-01-21 13:02:31,SENSOR-641,PR-573,Sunscreen 387,18.91,53.31,Alerte Température,Skincare
2025-01-11 22:28:31,SENSOR-188,PR-575,Eyeliner 388,19.0,36.88,Normal,Makeup
2025-02-06 09:20:31,SENSOR-223,PR-577,Deodorant 389,21.81,37.44,Alerte Température,Fragrance
2025-01-13 02:40:31,SENSOR-793,PR-579,Foundation 390,21.37,40.58,Normal,Makeup
2025-02-05 05:20:31,SENSOR-405,PR-581,Face Serum 391,21.05,66.83,Alerte Humidité,Skincare
2025-02-10 09:53:31,SENSOR-154,PR-583,Foot Cream 392,24.28,42.55,Alerte Humidité,Bodycare
2025-01-29 08:24:31,SENSOR-240,PR-585,Hair Mask 393,21.27,60.9,Alerte Température,Haircare
2025-01-18 01:59:31,SENSOR-193,PR-587,Body Scrub 394,25.07,66.12,Alerte Température & Humidité,Bodycare
2025-01-25 11:31:31,SENSOR-648,PR-589,Hair Oil 395,27.13,68.19,Alerte Température,Haircare
2025-02-06 22:40:31,SENSOR-457,PR-591,Face Serum 396,19.35,61.68,Normal,Skincare
2025-01-26 19:29:31,SENSOR-728,PR-593,Hair Mask 397,26.05,50.74,Alerte Humidité,Haircare
2025-01-13 11:16:31,SENSOR-942,PR-595,Sunscreen 398,18.98,49.96,Alerte Température,Skincare
2025-01-29 21:36:31,SENSOR-905,PR-597,Face Wash 399,22.19,64.12,Normal,Skincare
2025-01-19 22:56:31,SENSOR-620,PR-599,Eau de Toilette 400,21.12,46.09,Alerte Température & Humidité,Fragrance
2025-01-14 02:41:31,SENSOR-750,PR-601,Moisturizer 401,24.09,61.62,Normal,Skincare
2025-01-24 09:48:31,SENSOR-198,PR-603,Eau de Toilette 402,18.31,40.81,Alerte Température,Fragrance
2025-01-30 23:41:31,SENSOR-674,PR-605,Conditioner 403,25.16,65.21,Normal,Haircare
2025-01-22 13:39:31,SENSOR-336,PR-607,Hand Cream 404,20.77,49.16,Normal,Bodycare
2025-01-18 17:34:31,SENSOR-217,PR-609,Moisturizer 405,19.84,67.56,Alerte Humidité,Skincare
2025-01-29 16:51:31,SENSOR-490,PR-611,Foundation 406,15.64,37.22,Alerte Température,Makeup
2025-01-26 02:29:31,SENSOR-863,PR-613,Eyeliner 407,22.67,57.68,Alerte Humidité,Makeup
2025-01-19 09:22:31,SENSOR-690,PR-615,Eau de Toilette 408,20.67,38.25,Normal,Fragrance
2025-01-13 04:15:31,SENSOR-482,PR-617,Eyeliner 409,24.15,55.13,Alerte Température & Humidité,Makeup
2025-01-28 05:31:31,SENSOR-834,PR-619,Eau de Parfum 410,18.62,40.19,Alerte Température,Fragrance
2025-02-04 09:59:31,SENSOR-451,PR-621,Hair Oil 411,25.23,54.19,Alerte Humidité,Haircare
2025-02-01 11:32:31,SENSOR-211,PR-623,Hand Cream 412,20.78,50.97,Normal,Bodycare
2025-01-30 18:30:31,SENSOR-110,PR-625,Face Serum 413,21.17,43.09,Alerte Humidité,Skincare
2025-01-14 05:38:31,SENSOR-582,PR-627,Body Mist 414,19.02,30.0,Alerte Humidité,Fragrance
2025-01-28 02:06:31,SENSOR-986,PR-629,Foundation 415,23.53,51.41,Normal,Makeup
2025-01-25 18:09:31,SENSOR-103,PR-631,Hair Serum 416,20.13,71.71,Alerte Température,Haircare
2025-01-17 17:34:31,SENSOR-241,PR-633,Shampoo 417,27.57,75.57,Alerte Température & Humidité,Haircare
2025-02-04 13:47:31,SENSOR-945,PR-635,Face Serum 418,20.88,61.31,Normal,Skincare
2025-01-11 21:23:31,SENSOR-417,PR-637,Hand Cream 419,22.28,46.26,Normal,Bodycare
2025-01-12 21:43:31,SENSOR-240,PR-639,Hand Cream 420,25.53,41.01,Alerte Température & Humidité,Bodycare
2025-02-09 02:52:31,SENSOR-152,PR-641,Lipstick 421,23.27,56.5,Alerte Humidité,Makeup
2025-02-09 08:12:31,SENSOR-335,PR-643,Eyeliner 422,18.57,34.39,Alerte Humidité,Makeup
2025-02-02 12:18:31,SENSOR-934,PR-645,Deodorant 423,20.1,38.51,Normal,Fragrance
2025-01-20 11:40:31,SENSOR-250,PR-647,Perfume Oil 424,20.14,32.51,Alerte Humidité,Fragrance
2025-02-10 16:36:31,SENSOR-862,PR-649,Eau de Toilette 425,20.2,43.39,Normal,Fragrance
2025-02-03 22:45:31,SENSOR-288,PR-651,Hair Serum 426,20.42,72.84,Alerte Température,Haircare
2025-02-05 16:23:31,SENSOR-472,PR-653,Body Wash 427,19.46,62.14,Normal,Bodycare
2025-01-31 10:54:31,SENSOR-900,PR-655,Lipstick 428,23.24,47.79,Normal,Makeup
2025-02-08 11:03:31,SENSOR-620,PR-657,Body Wash 429,20.0,40.01,Alerte Humidité,Bodycare
2025-02-08 22:02:31,SENSOR-780,PR-659,Perfume Oil 430,22.0,41.21,Alerte Température,Fragrance
2025-01-21 02:50:31,SENSOR-807,PR-661,Hair Mask 431,26.59,50.86,Alerte Humidité,Haircare
2025-02-09 16:23:31,SENSOR-667,PR-663,Body Lotion 432,21.85,53.77,Normal,Bodycare
2025-01-14 14:34:31,SENSOR-808,PR-665,Body Scrub 433,25.36,52.55,Alerte Température,Bodycare
2025-02-10 15:40:31,SENSOR-590,PR-667,Eyeliner 434,18.11,48.04,Normal,Makeup
2025-01-13 23:57:31,SENSOR-781,PR-669,Night Cream 435,19.55,60.5,Normal,Skincare
2025-01-22 06:45:31,SENSOR-639,PR-671,Hair Oil 436,24.54,75.01,Alerte Humidité,Haircare
2025-01-22 16:03:31,SENSOR-991,PR-673,Deodorant 437,18.95,39.7,Alerte Température,Fragrance
2025-01-31 20:45:31,SENSOR-628,PR-675,Foot Cream 438,19.57,45.61,Normal,Bodycare
2025-01-17 05:41:31,SENSOR-150,PR-677,Eyeliner 439,20.6,32.41,Alerte Humidité,Makeup
2025-01-21 02:54:31,SENSOR-113,PR-679,Deodorant 440,19.92,49.57,Alerte Humidité,Fragrance
2025-01-19 03:43:31,SENSOR-713,PR-681,Hair Serum 441,27.86,51.68,Alerte Température & Humidité,Haircare
2025-01-27 16:33:31,SENSOR-369,PR-683,Face Serum 442,18.31,63.02,Alerte Température,Skincare
2025-02-03 13:30:31,SENSOR-830,PR-685,Foot Cream 443,19.99,40.58,Alerte Humidité,Bodycare
2025-02-01 19:24:31,SENSOR-114,PR-687,Night Cream 444,23.77,41.02,Alerte Humidité,Skincare
2025-02-01 17:21:31,SENSOR-895,PR-689,Night Cream 445,21.85,50.0,Normal,Skincare
2025-02-06 14:07:31,SENSOR-933,PR-691,Body Mist 446,21.4,32.38,Alerte Température & Humidité,Fragrance
2025-01-15 22:34:31,SENSOR-861,PR-693,Lipstick 447,21.69,46.64,Normal,Makeup
2025-01-18 08:04:31,SENSOR-100,PR-695,Foot Cream 448,25.84,54.67,Alerte Température,Bodycare
2025-01-23 06:20:31,SENSOR-927,PR-697,Foot Cream 449,21.11,49.63,Normal,Bodycare
2025-01-20 17:19:31,SENSOR-233,PR-699,Deodorant 450,19.07,39.5,Normal,Fragrance
2025-02-02 22:55:31,SENSOR-315,PR-701,Face Serum 451,21.13,58.8,Normal,Skincare
2025-01-12 09:56:31,SENSOR-789,PR-703,Mascara 452,18.11,45.06,Normal,Makeup
2025-01-20 07:56:31,SENSOR-676,PR-705,Sunscreen 453,18.78,57.13,Alerte Température,Skincare
2025-01-18 07:18:31,SENSOR-806,PR-707,Hand Cream 454,21.78,56.91,Normal,Bodycare
2025-01-20 07:56:31,SENSOR-425,PR-709,Foundation 455,18.07,51.55,Normal,Makeup
2025-01-28 09:17:31,SENSOR-416,PR-711,Blush 456,15.02,49.4,Alerte Température,Makeup
2025-02-03 08:52:31,SENSOR-577,PR-713,Eyeliner 457,17.14,50.87,Normal,Makeup
2025-01-25 09:31:31,SENSOR-718,PR-715,Perfume Oil 458,21.7,38.98,Alerte Température,Fragrance
2025-01-21 01:47:31,SENSOR-306,PR-717,Body Lotion 459,24.59,46.63,Normal,Bodycare
2025-01-27 12:15:31,SENSOR-993,PR-719,Body Lotion 460,22.54,43.53,Alerte Humidité,Bodycare
2025-01-20 23:36:31,SENSOR-521,PR-721,Night Cream 461,21.97,58.68,Normal,Skincare
2025-01-26 17:59:31,SENSOR-802,PR-723,Eau de Parfum 462,20.99,39.22,Normal,Fragrance
2025-01-25 23:10:31,SENSOR-481,PR-725,Body Lotion 463,24.74,47.47,Normal,Bodycare
2025-01-22 10:27:31,SENSOR-974,PR-727,Lipstick 464,20.82,42.89,Normal,Makeup
2025-02-01 12:41:31,SENSOR-555,PR-729,Face Serum 465,25.22,41.73,Alerte Température & Humidité,Skincare
2025-02-04 01:25:31,SENSOR-539,PR-731,Hair Serum 466,27.36,64.33,Alerte Température,Haircare
2025-02-08 17:41:31,SENSOR-760,PR-733,Foot Cream 467,21.73,56.87,Normal,Bodycare
2025-02-07 04:21:31,SENSOR-634,PR-735,Blush 468,17.43,55.16,Alerte Humidité,Makeup
2025-01-13 04:02:31,SENSOR-254,PR-737,Conditioner 469,26.21,62.77,Normal,Haircare
2025-01-31 22:58:31,SENSOR-334,PR-739,Night Cream 470,22.92,41.1,Alerte Humidité,Skincare
2025-02-11 18:29:31,SENSOR-262,PR-741,Body Lotion 471,21.08,59.48,Normal,Bodycare
2025-01-18 14:57:31,SENSOR-852,PR-743,Eau de Parfum 472,20.02,38.93,Normal,Fragrance
2025-01-25 15:27:31,SENSOR-411,PR-745,Hair Oil 473,27.76,50.08,Alerte Température & Humidité,Haircare
2025-01-19 03:26:31,SENSOR-427,PR-747,Lipstick 474,23.62,34.71,Alerte Humidité,Makeup
2025-01-24 06:46:31,SENSOR-130,PR-749,Body Wash 475,24.65,42.39,Alerte Humidité,Bodycare
2025-01-25 23:55:31,SENSOR-841,PR-751,Perfume Oil 476,20.99,34.12,Alerte Humidité,Fragrance
2025-01-13 11:01:31,SENSOR-378,PR-753,Conditioner 477,25.7,56.41,Normal,Haircare
2025-02-06 10:57:31,SENSOR-388,PR-755,Body Mist 478,19.38,42.69,Normal,Fragrance
2025-01-16 02:40:31,SENSOR-729,PR-757,Body Lotion 479,19.81,68.58,Alerte Humidité,Bodycare
2025-02-08 05:57:31,SENSOR-839,PR-759,Hair Serum 480,22.68,64.45,Normal,Haircare
2025-01-16 02:55:31,SENSOR-603,PR-761,Body Mist 481,19.49,39.01,Normal,Fragrance
2025-01-23 11:14:31,SENSOR-703,PR-763,Eau de Parfum 482,21.8,46.23,Alerte Température & Humidité,Fragrance
2025-01-17 15:04:31,SENSOR-807,PR-765,Hair Oil 483,26.42,53.95,Alerte Humidité,Haircare
2025-01-17 04:38:31,SENSOR-623,PR-767,Eau de Toilette 484,20.97,42.35,Normal,Fragrance
2025-01-19 02:48:31,SENSOR-490,PR-769,Body Scrub 485,24.07,48.26,Normal,Bodycare
2025-01-25 17:56:31,SENSOR-905,PR-771,Eau de Toilette 486,20.84,44.91,Normal,Fragrance
2025-01-28 09:21:31,SENSOR-412,PR-773,Body Wash 487,23.96,44.7,Alerte Humidité,Bodycare
2025-02-08 11:10:31,SENSOR-142,PR-775,Eyeliner 488,23.48,45.05,Normal,Makeup
2025-01-24 14:21:31,SENSOR-347,PR-777,Moisturizer 489,20.55,50.33,Normal,Skincare
2025-02-07 01:32:31,SENSOR-672,PR-779,Lipstick 490,16.16,49.06,Normal,Makeup
2025-01-29 13:31:31,SENSOR-336,PR-781,Night Cream 491,18.97,60.67,Alerte Température,Skincare
2025-01-24 15:03:31,SENSOR-817,PR-783,Sunscreen 492,18.76,59.65,Alerte Température,Skincare
2025-01-31 10:44:31,SENSOR-836,PR-785,Face Wash 493,24.36,67.62,Alerte Humidité,Skincare
2025-02-02 05:58:31,SENSOR-841,PR-787,Shampoo 494,20.48,59.26,Alerte Température,Haircare
2025-01-15 06:48:31,SENSOR-936,PR-789,Body Mist 495,18.24,46.54,Alerte Température & Humidité,Fragrance
2025-02-10 03:17:31,SENSOR-502,PR-791,Hair Oil 496,21.84,74.81,Alerte Température,Haircare
2025-01-28 02:43:31,SENSOR-823,PR-793,Blush 497,15.12,42.24,Alerte Température,Makeup
2025-01-12 16:28:31,SENSOR-563,PR-795,Face Wash 498,18.11,66.7,Alerte Température & Humidité,Skincare
2025-01-27 11:37:31,SENSOR-204,PR-797,Eyeliner 499,19.94,43.71,Normal,Makeup
2025-01-24 03:48:31,SENSOR-621,PR-799,Hand Cream 500,25.68,43.08,Alerte Température & Humidité,Bodycare
2025-01-13 07:47:31,SENSOR-776,PR-801,Sunscreen 501,20.12,50.84,Normal,Skincare
2025-02-03 10:05:31,SENSOR-539,PR-803,Body Mist 502,18.72,38.35,Alerte Température,Fragrance
2025-01-24 14:04:31,SENSOR-743,PR-805,Eyeliner 503,23.7,59.68,Alerte Humidité,Makeup
2025-01-29 19:02:31,SENSOR-318,PR-807,Perfume Oil 504,20.43,32.25,Alerte Humidité,Fragrance
2025-01-17 08:16:31,SENSOR-790,PR-809,Hair Oil 505,22.63,71.47,Normal,Haircare
2025-02-03 15:31:31,SENSOR-357,PR-811,Sunscreen 506,19.82,56.49,Normal,Skincare
2025-01-31 03:34:31,SENSOR-204,PR-813,Moisturizer 507,19.28,60.62,Normal,Skincare
2025-02-10 04:41:31,SENSOR-284,PR-815,Body Wash 508,19.15,68.98,Alerte Humidité,Bodycare
2025-02-09 13:45:31,SENSOR-364,PR-817,Eau de Toilette 509,21.94,44.02,Alerte Température,Fragrance
